,statement,label
565,The first Olympic Games weren't held in ancient Greece in 776 B.C.,0
566,The smallest continent in the world is Africa.,0
567,The smallest continent in the world isn't Africa.,1
568,Earth is 71% water.,1
569,Earth isn't 71% water.,0
570,The largest desert in the world is the Arctic.,0
571,The largest desert in the world isn't the Arctic.,1
572,The speed of light is the slowest known speed in the universe.,0
573,The speed of light isn't the slowest known speed in the universe.,1
574,"The human circulatory system is an open system consisting of the heart, air vessels, and air.",0
575,"The human circulatory system isn't an open system consisting of the heart, air vessels, and air.",1
576,Polar ice caps are primarily made of fresh water.,1
577,Polar ice caps aren't primarily made of fresh water.,0
578,"The human nervous system includes the brain, spinal cord, and nerves.",1
579,"The human nervous system doesn't include the brain, spinal cord, and nerves.",0
580,The scientific name for humans is Homo sapiens.,1
581,The scientific name for humans isn't Homo sapiens.,0
582,Radioactive decay occurs when unstable atomic nuclei release energy in the form of radiation.,1
583,Radioactive decay doesn't occur when unstable atomic nuclei release energy in the form of radiation.,0
584,The first animal to orbit Earth was a dog named Laika.,1
585,The first animal to orbit Earth wasn't a dog named Laika.,0
586,The color of an object depends on the wavelengths of light that it reflects.,1
587,The color of an object doesn't depend on the wavelengths of light that it reflects.,0
588,The human brain is the control center for the body's functions and emotions.,1
589,The human brain isn't the control center for the body's functions and emotions.,0
590,The two main types of microscopes are light microscopes and electron microscopes.,1
591,The two main types of microscopes aren't light microscopes and electron microscopes.,0
592,The largest living organism in the world is a single ant.,0
593,The largest living organism in the world isn't a single ant.,1
594,The largest mammal on Earth is the blue whale.,1
595,The largest mammal on Earth isn't the blue whale.,0
596,"The study of the Earth's physical structure, processes, and history is called geology.",1
597,"The study of the Earth's physical structure, processes, and history isn't called geology.",0
598,The smallest mammal in the world is the elephant.,0
599,The smallest mammal in the world isn't the elephant.,1
600,"The speed of light is 299,792,458 meters per second.",1
601,"The speed of light isn't 299,792,458 meters per second.",0
602,Plants require excess oxygen to survive.,0
603,Plants don't require excess oxygen to survive.,1
604,The largest body of water in the world is Lake Superior.,0
605,The largest body of water in the world isn't Lake Superior.,1
606,Tornadoes are slowly rotating columns of water that can cause minimal damage.,0
607,Tornadoes aren't slowly rotating columns of water that can cause minimal damage.,1
608,The longest mountain range in the world is the Andes.,1
609,The longest mountain range in the world isn't the Andes.,0
610,Conduction is the transfer of heat through the stagnation of fluids or gases.,0
611,Conduction isn't the transfer of heat through the stagnation of fluids or gases.,1
612,The Sahara is the smallest hot desert.,0
613,The Sahara isn't the smallest hot desert.,1
614,Tornadoes are rapidly rotating columns of air that can cause extensive damage.,1
615,Tornadoes aren't rapidly rotating columns of air that can cause extensive damage.,0
616,Fossils are the preserved remains or traces of organisms that live in the present.,0
617,Fossils aren't the preserved remains or traces of organisms that live in the present.,1
618,The smallest mammal on Earth is the blue whale.,0
619,The smallest mammal on Earth isn't the blue whale.,1
620,"The study of the Earth's metaphysical structure, processes, and history is called meta-geology.",0
621,"The study of the Earth's metaphysical structure, processes, and history isn't called meta-geology.",1
622,The only continent without any forests is South America.,0
623,The only continent with forests is South America.,1
624,The speed of light is the fastest known speed in the universe.,1
625,The speed of light isn't the fastest known speed in the universe.,0
626,The smallest planet in our solar system is Jupiter.,0
627,The smallest planet in our solar system isn't Jupiter.,1
628,The tallest building in the world is located in Antarctica.,0
629,The tallest building in the world isn't located in Antarctica.,1
630,The Nile River is the longest river in the world.,0
631,The Nile River isn't the longest river in the world.,1
632,The smallest country in the world is Canada.,0
633,The smallest country in the world isn't Canada.,1
634,The human respiratory system consists of lungs and airways.,1
635,The human respiratory system doesn't consist of lungs and airways.,0
636,The tallest tree in the world is a redwood tree named Hyperion.,1
637,The tallest tree in the world isn't a redwood tree named Hyperion.,0
638,The planet Venus is the hottest planet in our solar system.,1
639,The planet Venus isn't the hottest planet in our solar system.,0
640,The smallest animal in the world is the elephant.,0
641,The smallest animal in the world isn't the elephant.,1
642,Humans have wings and can fly.,0
643,Humans don't have wings and can't fly.,1
644,The human body is approximately 60% water.,1
645,The human body isn't approximately 60% water.,0
646,The planet Saturn is named after the Roman god of agriculture.,1
647,The planet Saturn isn't named after the Roman god of agriculture.,0
648,The largest country in the world by land area is Russia.,1
649,The largest country in the world by land area isn't Russia.,0
650,A group of fish is called a school.,1
651,A group of fish isn't called a school.,0
652,"Our solar system consists of eight planets: Mercury, Venus, Earth, Mars, Jupiter, Saturn, Uranus, and Neptune.",1
653,"Our solar system doesn't consist of eight planets: Mercury, Venus, Earth, Mars, Jupiter, Saturn, Uranus, and Neptune.",0
654,Earth has multiple moons.,0
655,Earth doesn't have multiple moons.,1
656,Diamonds are made of silicon.,0
657,Diamonds aren't made of silicon.,1
658,Superconductors are materials that have no electrical resistance when cooled to certain temperatures.,1
659,Superconductors aren't materials that have no electrical resistance when cooled to certain temperatures.,0
660,Photosynthesis is the process by which plants convert sunlight into chemical energy.,1
661,Photosynthesis isn't the process by which plants convert sunlight into chemical energy.,0
662,Antibiotics are used to cause bacterial infections.,0
663,Antibiotics aren't used to cause bacterial infections.,1
664,The largest canyon in the world is located in Europe.,0
665,The largest canyon in the world isn't located in Europe.,1
666,The largest reptile in the world is the mouse.,0
667,The largest reptile in the world isn't the mouse.,1
668,The only continent without any deserts is Antarctica.,0
669,The only continent with deserts is Antarctica.,1
670,Light can exhibit neither wave-like nor particle-like properties.,0
671,Light can exhibit either wave-like or particle-like properties.,1
672,Ice cream is a popular dessert.,1
673,Ice cream isn't a popular dessert.,0
674,There are no stars in our solar system.,0
675,There are stars in our solar system.,1
676,The process by which a liquid turns into a gas is called evaporation.,1
677,The process by which a liquid turns into a gas isn't called evaporation.,0
678,The Great Wall of China was built in the 21st century.,0
679,The Great Wall of China wasn't built in the 21st century.,1
680,The smallest tree in the world is the redwood.,0
681,The smallest tree in the world isn't the redwood.,1
682,The Roman Empire existed from 27 BC to 476 AD.,1
683,The Roman Empire didn't exist from 27 BC to 476 AD.,0
684,"The primary colors of light are red, green, and blue.",1
685,"The primary colors of light aren't red, green, and blue.",0
686,Magnetism is a force that attracts or repels certain materials.,1
687,Magnetism isn't a force that attracts or repels certain materials.,0
688,The study of matter and its interactions with energy is called physics.,1
689,The study of matter and its interactions with energy isn't called physics.,0
690,Migration prevents animals from finding better resources.,0
691,Migration helps animals find better resources.,1
692,Water is essential for life.,1
693,Water isn't essential for life.,0
694,A circle has 200 degrees.,0
695,A circle doesn't have 200 degrees.,1
696,The planet Pluto has five known moons.,1
697,The planet Pluto doesn't have five known moons.,0
698,The Pacific Ocean is the smallest ocean in the world.,0
699,The Pacific Ocean isn't the smallest ocean in the world.,1
700,The highest mountain in the world is Mount Fuji.,0
701,The highest mountain in the world isn't Mount Fuji.,1
702,Evolution occurs through the process of artificial selection.,0
703,Evolution doesn't occur through the process of artificial selection.,1
704,The scientific method is a process for testing hypotheses and acquiring knowledge.,1
705,The scientific method isn't a process for testing hypotheses and acquiring knowledge.,0
706,Pizza is a type of food that no one likes.,0
707,Pizza isn't a type of food that no one dislikes.,1
708,The study of the Earth's core beyond Earth's atmosphere is called geoastronomy.,0
709,The study of the Earth's core beyond Earth's atmosphere isn't called geoastronomy.,1
710,The greenhouse effect helps regulate Earth's temperature.,1
711,The greenhouse effect doesn't help regulate Earth's temperature.,0
712,The shortest distance between two points is a curve.,0
713,The shortest distance between two points isn't a curve.,1
714,Water is useless for life.,0
715,Water isn't useless for life.,1
716,The smallest state in the United States is Texas.,0
717,The smallest state in the United States isn't Texas.,1
718,Fossils are the preserved remains or traces of organisms that lived in the past.,1
719,Fossils aren't the preserved remains or traces of organisms that lived in the past.,0
720,The first man-made satellite was launched by North Korea.,0
721,The first man-made satellite wasn't launched by North Korea.,1
722,Cows are carnivores and only eat meat.,0
723,Cows aren't carnivores and they don't only eat meat.,1
724,"Our solar system consists of eight stars: Mercury, Venus, Earth, Mars, Jupiter, Saturn, Uranus, and Neptune.",0
725,"Our solar system doesn't consist of eight stars: Mercury, Venus, Earth, Mars, Jupiter, Saturn, Uranus, and Neptune.",1
726,"Tides are caused by the gravitational interactions between the Earth, Moon, and Sun.",1
727,"Tides aren't caused by the gravitational interactions between the Earth, Moon, and Sun.",0
728,Water is poisonous to humans.,0
729,Water isn't poisonous to humans.,1
730,Elephants can fly.,0
731,Elephants can't fly.,1
732,The smallest planet in our solar system is Saturn.,0
733,The smallest planet in our solar system isn't Saturn.,1
734,The planet Mars has the largest volcano in our solar system.,1
735,The planet Mars doesn't have the largest volcano in our solar system.,0
736,The process by which plants release oxygen and absorb carbon dioxide is called respiration.,1
737,The process by which plants release oxygen and absorb carbon dioxide isn't called respiration.,0
738,"The moon is a star, not a satellite.",0
739,"The moon isn't a star, it's a satellite.",1
740,The highest point in Africa is Mount Kilimanjaro.,1
741,The highest point in Africa isn't Mount Kilimanjaro.,0
742,Mercury is the largest planet.,0
743,Mercury isn't the largest planet.,1
744,Auroras occur at Earth's equator.,0
745,Auroras don't occur at Earth's equator.,1
746,Metamorphosis is a biological process in which an organism undergoes a significant change in form during its life cycle.,1
747,Metamorphosis isn't a biological process in which an organism undergoes a significant change in form during its life cycle.,0
748,The study of spontaneity and the variation of non-inherited characteristics is called anti-genetics.,0
749,The study of spontaneity and the variation of non-inherited characteristics isn't called anti-genetics.,1
750,The boiling point of water decreases as altitude increases.,1
751,The boiling point of water doesn't decrease as altitude increases.,0
752,"The speed of light is approximately 299,792,458 meters per second.",1
753,"The speed of light isn't approximately 299,792,458 meters per second.",0
754,Humans have no basic senses.,0
755,Humans do have basic senses.,1
756,Rainbows form when light refracts through water droplets.,1
757,Rainbows don't form when light refracts through water droplets.,0
758,Jupiter is mostly made of hydrogen and helium.,1
759,Jupiter isn't mostly made of hydrogen and helium.,0
760,The shortest month of the year is February.,1
761,The shortest month of the year isn't February.,0
762,The moon is made of cheese.,0
763,The moon isn't made of cheese.,1
764,"Tides are prevented by the gravitational interactions between the Earth, Moon, and Sun.",0
765,"Tides aren't prevented by the gravitational interactions between the Earth, Moon, and Sun.",1
766,Volcanoes form at areas where Earth's tectonic plates interact.,1
767,Volcanoes don't form at areas where Earth's tectonic plates interact.,0
768,"The three main types of chemical bonds are ionic, covalent, and metallic.",1
769,"The three main types of chemical bonds aren't ionic, covalent, and metallic.",0
770,The respiratory system allows for the exchange of gases between the body and the environment.,1
771,The respiratory system doesn't allow for the exchange of gases between the body and the environment.,0
772,Humans have five basic senses.,1
773,Humans don't have five basic senses.,0
774,Honey is produced by bees.,1
775,Honey isn't produced by bees.,0
776,A group of wolves is called a pack.,1
777,A group of wolves isn't called a pack.,0
778,The process of pollination is harmful for plant reproduction.,0
779,The process of pollination isn't harmful for plant reproduction.,1
780,All animals are colorblind.,0
781,Not all animals are colorblind.,1
782,"The human body is made up of bones, muscles, and organs.",1
783,"The human body isn't made up of bones, muscles, and organs.",0
784,Sound travels through the air as vibrations.,1
785,Sound doesn't travel through the air as vibrations.,0
786,The human brain is uninvolved in the body's functions and emotions.,0
787,The human brain is involved in the body's functions and emotions.,1
788,An adult human has 32 toes.,0
789,An adult human doesn't have 32 toes.,1
790,The Earth's rotation on its axis causes day and night.,1
791,The Earth's rotation on its axis doesn't cause day and night.,0
792,The sun is a star.,1
793,The sun isn't a star.,0
794,The currency of Japan is the yen.,1
795,The currency of Japan isn't the yen.,0
796,There are no plants in the desert.,0
797,There are plants in the desert.,1
798,Antibiotics are used to treat bacterial infections.,1
799,Antibiotics aren't used to treat bacterial infections.,0
800,The Great Wall of China is the longest wall in the world.,1
801,The Great Wall of China isn't the longest wall in the world.,0
802,Iron rusts in the presence of oxygen and water.,1
803,Iron doesn't rust in the presence of oxygen and water.,0
804,"Mars has the largest volcano, Olympus Mons.",1
805,"Mars doesn't have the largest volcano, Olympus Mons.",0
806,"Mitochondria are the 'powerhouses' of cells, producing energy through cellular respiration.",1
807,"Mitochondria aren't the 'powerhouses' of cells, they don't produce energy through cellular respiration.",0
808,The least abundant gas in Earth's atmosphere is nitrogen.,0
809,The least abundant gas in Earth's atmosphere isn't nitrogen.,1
810,The alphabet consists of 26 letters.,1
811,The alphabet doesn't consist of 26 letters.,0
812,"The primary colors of darkness are red, green, and blue.",0
813,"The primary colors of darkness aren't red, green, and blue.",1
814,Sunflowers follow the movement of the moon across the sky.,0
815,Sunflowers don't follow the movement of the moon across the sky.,1
816,The largest volcano in the world is located in Hawaii.,0
817,The largest volcano in the world isn't located in Hawaii.,1
818,The Great Wall of China can be seen from space.,0
819,The Great Wall of China can't be seen from space.,1
820,A tomato is a type of fruit.,0
821,A tomato isn't a type of fruit.,1
822,The Krebs cycle is a series of chemical reactions that generate energy in cells.,1
823,The Krebs cycle isn't a series of chemical reactions that generate energy in cells.,0
824,The Earth is the only planet in the solar system.,0
825,The Earth isn't the only planet in the solar system.,1
826,The largest glacier in the world is located in Africa.,0
827,The largest glacier in the world isn't located in Africa.,1
828,Diamonds are made of carbon.,1
829,Diamonds aren't made of carbon.,0
830,Sound travels through the air as light.,0
831,Sound doesn't travel through the air as light.,1
832,Trees release carbon dioxide and absorb oxygen.,0
833,Trees don't release carbon dioxide and absorb oxygen.,1
834,The human body has 206 bones.,1
835,The human body doesn't have 206 bones.,0
836,The Coriolis effect prevents the movement of large-scale weather systems.,0
837,The Coriolis effect doesn't prevent the movement of large-scale weather systems.,1
838,"The auroras, or polar lights, are natural light displays caused by the interaction of solar particles with Earth's magnetic field.",1
839,"The auroras, or polar lights, aren't natural light displays caused by the interaction of solar particles with Earth's magnetic field.",0
840,The human digestive system breaks down food into nutrients.,1
841,The human digestive system doesn't break down food into nutrients.,0
842,The Sahara is the largest hot desert.,1
843,The Sahara isn't the largest hot desert.,0
844,Lightning is a discharge of static electricity.,1
845,Lightning isn't a discharge of static electricity.,0
846,The largest bird in the world is the sparrow.,0
847,The largest bird in the world isn't the sparrow.,1
848,The most abundant element in the Earth's atmosphere is gold.,0
849,The most abundant element in the Earth's atmosphere isn't gold.,1
850,"Humans need air, water, and food to survive.",1
851,"Humans don't need air, water, and food to survive.",0
852,The two main types of cells are prokaryotic (without a nucleus) and eukaryotic (with a nucleus).,1
853,The two main types of cells aren't prokaryotic (without a nucleus) and eukaryotic (with a nucleus).,0
854,Oxygen is necessary for humans to breathe.,1
855,Oxygen isn't necessary for humans to breathe.,0
856,Elephants are the largest land animals on Earth.,1
857,Elephants aren't the largest land animals on Earth.,0
858,Diamonds are formed from carbon.,1
859,Diamonds aren't formed from carbon.,0
860,The largest lake in the world is located in Antarctica.,0
861,The largest lake in the world isn't located in Antarctica.,1
862,The first man-made satellite was launched by France.,0
863,The first man-made satellite wasn't launched by France.,1
864,Seasons are caused by Earth's tilt.,1
865,Seasons aren't caused by Earth's tilt.,0
866,The largest mammal in the world is the mouse.,0
867,The largest mammal in the world isn't the mouse.,1
868,The planet Neptune is the farthest planet from the sun in our solar system.,1
869,The planet Neptune isn't the farthest planet from the sun in our solar system.,0
870,The highest mountain in the world is Mount Kilimanjaro.,0
871,The highest mountain in the world isn't Mount Kilimanjaro.,1
872,Fermentation is a process by which microorganisms create complex organic compounds.,0
873,Fermentation isn't a process by which microorganisms create complex organic compounds.,1
874,Cats can bark like dogs.,0
875,Cats can't bark like dogs.,1
876,"The human circulatory system is a closed system consisting of the heart, blood vessels, and blood.",1
877,"The human circulatory system isn't a closed system consisting of the heart, blood vessels, and blood.",0
878,The Earth's atmosphere is composed mostly of nitrogen and oxygen.,1
879,The Earth's atmosphere isn't composed mostly of nitrogen and oxygen.,0
880,A group of lions is called a pride.,1
881,A group of lions isn't called a pride.,0
882,Evolution occurs through the process of natural selection.,1
883,Evolution doesn't occur through the process of natural selection.,0
884,The Mona Lisa was painted by Michelangelo.,0
885,The Mona Lisa wasn't painted by Michelangelo.,1
886,Fermentation is a process by which microorganisms break down complex organic compounds.,1
887,Fermentation isn't a process by which microorganisms break down complex organic compounds.,0
888,Fossils provide evidence of past life on Earth.,1
889,Fossils don't provide evidence of past life on Earth.,0
890,The sun sets in the east.,0
891,The sun doesn't set in the east.,1
892,Hybrids are the offspring of identical plants or animals from the same species or varieties.,0
893,Hybrids aren't the offspring of identical plants or animals from the same species or varieties.,1
894,Cars can travel faster than the speed of light.,0
895,Cars can't travel faster than the speed of light.,1
896,Friction is the force that resists motion between two surfaces in contact.,1
897,Friction isn't the force that resists motion between two surfaces in contact.,0
898,The Pacific Ocean is the largest ocean in the world.,1
899,The Pacific Ocean isn't the largest ocean in the world.,0
900,"Jupiter has the Great Blue Calm, a giant peaceful area.",0
901,"Jupiter doesn't have the Great Blue Calm, a giant peaceful area.",1
902,Mount Everest is the highest mountain in the world.,1
903,Mount Everest isn't the highest mountain in the world.,0
904,A substance that can be broken down into simpler substances by chemical means is called a compound.,0
905,A substance that can be broken down into simpler substances by chemical means isn't called a compound.,1
906,The smallest ocean in the world is the Atlantic Ocean.,0
907,The smallest ocean in the world isn't the Atlantic Ocean.,1
908,The human body is not affected by the force of gravity.,0
909,The human body is affected by the force of gravity.,1
910,"The oldest known human fossils are around 300,000 years old.",1
911,"The oldest known human fossils aren't around 300,000 years old.",0
912,"The capital of the United States is Washington, D.C.",1
913,"The capital of the United States isn't Washington, D.C.",0
914,"The process by which a gas turns directly into a solid, without becoming a liquid, is called deposition.",0
915,"The process by which a gas turns directly into a solid, without becoming a liquid, isn't called deposition.",1
916,The electron configuration of an atom determines its physical properties.,0
917,The electron configuration of an atom doesn't determine its physical properties.,1
918,Oxygen is essential for human life.,1
919,Oxygen isn't essential for human life.,0
920,Oxygen is essential for respiration.,1
921,Oxygen isn't essential for respiration.,0
922,The Titanic was a famous ship that sank in 1912.,1
923,The Titanic wasn't a famous ship that sank in 1912.,0
924,There are no oceans in Africa.,0
925,There are oceans in Africa.,1
926,Neptune has the calmest winds in the solar system.,0
927,Neptune doesn't have the calmest winds in the solar system.,1
928,Ice is hot.,0
929,Ice isn't hot.,1
930,The atomic number of an element represents the number of protons in its nucleus.,1
931,The atomic number of an element doesn't represent the number of protons in its nucleus.,0
932,The human eye can see infrared light.,0
933,The human eye can't see infrared light.,1
934,Hibernation conserves energy during cold periods.,1
935,Hibernation doesn't conserve energy during cold periods.,0
936,The largest land animal in the world is the whale.,0
937,The largest land animal in the world isn't the whale.,1
938,Rainbows are formed when light is refracted through water droplets in the air.,1
939,Rainbows aren't formed when light is refracted through water droplets in the air.,0
940,The human muscular system allows us to move and lift things.,1
941,The human muscular system doesn't allow us to move and lift things.,0
942,The Sun is a star.,1
943,The Sun isn't a star.,0
944,The Earth's tides are primarily caused by the repulsive push of the sun.,0
945,The Earth's tides aren't primarily caused by the repulsive push of the sun.,1
946,The Earth is round.,1
947,The Earth isn't round.,0
948,The Earth's magnetic field is what causes compasses to point north.,1
949,The Earth's magnetic field isn't what causes compasses to point north.,0
950,The Coriolis effect influences the movement of large-scale weather systems.,1
951,The Coriolis effect doesn't influence the movement of large-scale weather systems.,0
952,Lava is solid rock from volcanoes.,0
