,statement,label
705,The manta ray uses swimming for locomotion.,1
945,"The aardvark has a long, tubular snout, large ears, and a powerful digging ability to locate and consume termites and ants.",1
331,The gazelle uses flying for locomotion.,0
202,The cheetah has a habitat of grassland.,1
736,"Human uses for narwhal include transportation, meat, milk, wool.",0
960,The jellyfish uses drifting for locomotion.,1
564,The hummingbird uses swimming for locomotion.,0
544,The gecko has the atomic number of crustacean.,0
119,The dog has a diet of carnivore.,0
490,"The skunk has a pouch for carrying and nursing its young, called joeys.",0
794,The slug uses swimming for locomotion.,0
575,The otter has a diet of carnivore.,1
465,"Human uses for polar bear include conservation, research.",1
759,"Human uses for porcupine include research, conservation.",0
44,The deer has a habitat of forest/grassland.,1
543,"The alpaca has thick, luxurious wool and is a smaller relative of the llama.",1
688,The sea turtle has a diet of carnivore.,0
313,"The kangaroo has antlers that are shed and regrown annually, and is a good swimmer.",0
905,The dolphin uses walking for locomotion.,0
500,The jellyfish has a diet of herbivore.,0
695,The cassowary has the atomic number of mammal.,0
164,"Human uses for axolotl include pets, research, conservation.",1
872,The hedgehog has the atomic number of bird.,0
810,The jellyfish has the atomic number of mammal.,0
665,The whale has a habitat of marine.,1
508,There are no specific human uses for tiger.,0
527,The hyena is a mammal.,1
280,The tapir has a habitat of desert.,0
893,The dog is flightless and has adapted flippers for swimming.,0
709,"Human uses for seagull include conservation, research, zoos.",0
383,"Human uses for leopard include pets, pest control.",0
268,The cassowary has a diet of carnivore.,0
830,The eagle has a diet of carnivore.,1
689,The vulture has a habitat of grassland.,0
343,"The cat is known for its agility and ability to kill venomous snakes, and has a thick coat to protect against bites.",0
904,The porcupine has the atomic number of bird.,0
906,The eagle has a diet of herbivore.,0
75,The skunk has a diet of omnivore.,1
304,"The narwhal has a hard, bony armor for protection and can curl into a ball to defend itself.",0
412,The polar bear has a habitat of various.,0
341,The walrus has a diet of insectivore.,0
198,The cassowary is a bird.,1
549,The axolotl has a diet of herbivore.,0
865,"Human uses for rat include pets, research, pest control.",1
517,The rat is a mammal.,1
282,The tarantula uses walking for locomotion.,1
115,The horse uses walking for locomotion.,1
337,The tapir uses swimming for locomotion.,0
557,"The cassowary has large, wing-like pectoral fins and filter-feeds on plankton with its wide mouth.",0
128,"Human uses for manta ray include pets, meat, fur.",0
892,The cat has a habitat of various.,0
501,The giraffe uses walking for locomotion.,1
814,"The frog is known for its agility and can climb steep terrain, and has a rectangular pupil.",0
181,The tiger has a diet of herbivore.,0
528,"The lion has antlers that are shed and regrown annually, and is a good swimmer.",0
610,There are no specific human uses for whale.,0
220,The tapir has a habitat of forest.,1
761,The chicken has a comb and wattles on its head for thermoregulation.,1
321,The hippopotamus uses walking/swimming for locomotion.,1
323,The sparrow uses knuckle-walking for locomotion.,0
947,The flamingo uses drifting for locomotion.,0
851,"The moose is the largest deer species and has broad, flat antlers that are shed and regrown annually.",1
480,The elephant is a mammal.,1
449,"The sea turtle has long legs for wading and a specialized beak for filter-feeding, and obtains its pink color from the carotenoids in its diet.",0
930,The slug has long ears for detecting predators and strong hind legs for escaping.,0
267,The lobster uses walking/swimming for locomotion.,1
32,The octopus uses swimming for locomotion.,1
219,The shark uses swimming for locomotion.,1
293,"Human uses for slug include conservation, research, zoos.",0
715,The camel has a habitat of desert.,1
438,The horse has a habitat of farmland/domestic.,1
798,The llama uses walking for locomotion.,1
752,The peacock has a habitat of various.,0
825,"Human uses for manta ray include tourism, research.",1
96,"The beaver has antlers that are shed and regrown annually, and is a good swimmer.",0
571,The panda is a mammal.,1
643,"The walrus has a hard exoskeleton, which it must molt to grow, and can live for over 50 years.",0
356,The lion has a habitat of domestic/urban.,0
952,The crocodile is a reptile.,1
624,The elephant uses flying for locomotion.,0
375,The skunk is a mammal.,1
848,"Human uses for flamingo include conservation, research, zoos.",0
629,"The moose has thick, luxurious wool and is a smaller relative of the llama.",0
326,"Human uses for sparrow include conservation, meat, leather.",0
953,The rat has a long tail for balance and is an excellent climber and swimmer.,1
723,The rabbit uses hopping for locomotion.,1
249,The platypus uses walking for locomotion.,0
467,"Human uses for whale include tourism, research, conservation.",1
143,The narwhal uses swimming for locomotion.,1
862,"The hedgehog has thick, luxurious wool and is a smaller relative of the llama.",0
659,The bison is a mammal.,1
777,The seagull has a diet of omnivore.,1
728,The moose uses walking for locomotion.,1
802,The seahorse has a diet of insectivore.,0
86,The giraffe has a habitat of farmland.,0
534,"Human uses for cassowary include pets, research, conservation.",0
284,The hippopotamus uses walking for locomotion.,0
79,There are no specific human uses for gazelle.,1
576,The bee is a insect.,1
981,The polar bear has thick white fur for insulation and black skin to absorb heat.,1
384,The moose uses walking/swimming for locomotion.,0
589,"Human uses for chimpanzee include research, conservation, entertainment.",1
305,The walrus has a habitat of polar.,1
494,"The giraffe has an extremely long neck, which enables it to reach leaves on tall trees.",1
403,The polar bear primarily eats eucalyptus leaves and has a specialized digestive system to detoxify the plant's natural toxins.,0
983,"The parrot has a long, spiral tusk, which is actually an elongated tooth, and can dive to great depths.",0
362,The aardvark has a habitat of savanna.,1
513,The rat has a habitat of freshwater.,0
719,"Human uses for octopus include tourism, research, conservation.",0
916,The penguin has a diet of carnivore.,1
646,"The seahorse has a unique upright posture, prehensile tail for grasping, and the male carries fertilized eggs in a brood pouch.",1
80,The cheetah is a mammal.,1
319,The hyena uses walking for locomotion.,1
845,The dog has a diet of omnivore.,1
873,The mongoose has a diet of carnivore.,1
10,The dog has a strong sense of smell and is known for its loyalty to humans.,1
213,The flamingo uses wading for locomotion.,1
130,The chimpanzee uses walking for locomotion.,1
35,The horse is a mammal.,1
363,The whale has a diet of carnivore/herbivore.,1
921,The cat uses walking for locomotion.,1
234,The flamingo is a bird.,1
156,The slug has a diet of carnivore.,0
877,The beaver uses swimming for locomotion.,1
593,The wolverine is a mammal.,1
837,The hummingbird has the atomic number of mammal.,0
72,The frog has a diet of carnivore.,1
516,The seagull uses swimming for locomotion.,0
370,The sea turtle uses walking for locomotion.,0
707,There are no specific human uses for lobster.,0
891,The tiger is a mammal.,1
1000,The tapir has the atomic number of bird.,0
846,"Human uses for bee include conservation, research, zoos.",0
655,The penguin has a habitat of mountain.,0
537,The panda has a habitat of mountain bamboo forest.,1
259,"Human uses for sea turtle include conservation, research, zoos.",0
751,The raccoon has dexterous front paws and a distinctive black mask on its face.,1
471,The goldfish has a diet of carnivore.,0
263,The alpaca has a habitat of mountain.,1
914,The leopard is a mammal.,1
314,The hyena has strong jaws and teeth for crushing bones and a complex social structure with a female-dominated hierarchy.,1
647,The gecko uses walking for locomotion.,0
594,The goldfish has a diet of omnivore.,1
678,The wolverine has the atomic number of bird.,0
38,The crocodile uses walking for locomotion.,0
393,The camel is a mammal.,1
996,"The sparrow is a small, social bird that can be found in many urban environments.",1
912,The squirrel uses swimming/flying for locomotion.,0
741,The octopus has the atomic number of fish.,0
498,The cheetah has the atomic number of insect.,0
194,There are no specific human uses for koala.,0
225,The walrus has the atomic number of mollusk.,0
626,The octopus uses hopping for locomotion.,0
107,The hummingbird has a diet of omnivore.,0
330,The swan has a habitat of freshwater.,1
697,The polar bear has a diet of omnivore.,0
871,The dog is a mammal.,1
416,The deer has a habitat of forest/urban.,0
214,The axolotl has a habitat of coastal.,0
192,The seagull uses flying for locomotion.,1
174,The tarantula uses running for locomotion.,0
411,The hippopotamus has a diet of herbivore.,1
334,"Human uses for dolphin include research, entertainment, therapy.",1
340,The salmon has a habitat of freshwater/marine.,1
87,The elephant has a habitat of terrestrial.,1
14,The ostrich uses running for locomotion.,1
423,"The rat feeds primarily on carrion, and has a bald head to prevent bacteria build-up while feeding.",0
611,The slug has a diet of herbivore.,1
60,The rat has a diet of omnivore.,1
633,"The peacock has an extremely long neck, which enables it to reach leaves on tall trees.",0
328,The shark has a diet of carnivore.,1
165,The swan uses swimming/flying for locomotion.,1
687,The axolotl has a diet of carnivore.,1
173,The mongoose has a habitat of various.,1
336,The hummingbird has a habitat of various.,1
524,The parrot has a habitat of coastal.,0
556,The crocodile has a diet of  carnivore.,1
40,"The narwhal has a long, spiral tusk, which is actually an elongated tooth, and can dive to great depths.",1
239,"Human uses for hummingbird include transportation, meat, milk, wool.",0
768,"Human uses for aardvark include research, entertainment, therapy.",0
965,The giraffe is a mammal.,1
67,The tuna has a diet of insectivore.,0
473,"The leopard has a distinctive spotted coat and is an excellent climber, often hauling prey into trees.",1
448,The rhinoceros has a diet of herbivore.,1
136,The sea turtle has a habitat of polar.,0
933,"Human uses for bat include tourism, zoos.",0
683,"The cheetah is the fastest land animal, reaching speeds up to 60-70 mph.",1
48,The armadillo is a mammal.,1
175,The hyena has a habitat of freshwater.,0
269,"Human uses for walrus include research, conservation.",1
690,The squirrel has the atomic number of bird.,0
718,"The jellyfish has an extremely long neck, which enables it to reach leaves on tall trees.",0
949,The wolverine uses swimming for locomotion.,0
84,The giraffe is a powerful bird of prey with keen eyesight and strong talons for catching prey.,0
216,The seahorse has a diet of carnivore.,1
635,The whale has the atomic number of fish.,0
997,The goat is a mammal.,1
926,The narwhal has a habitat of desert.,0
241,The panda has the atomic number of bird.,0
897,The vulture uses flying for locomotion.,1
538,The porcupine has a habitat of marine.,0
376,The axolotl has the atomic number of reptile.,0
944,The slug uses sliding for locomotion.,1
866,There are no specific human uses for squirrel.,1
229,The seagull is a bird.,1
417,"The parrot is known for its bright colors, intelligence, and ability to mimic human speech.",1
660,"The jellyfish has a gelatinous bell and stinging tentacles to capture prey, and some species are bioluminescent.",1
574,The rat has a diet of herbivore.,0
134,"The bison is a large, flightless bird with a helmet-like casque on its head and powerful legs with a dagger-like claw.",0
291,The sparrow has a diet of herbivore.,0
226,The sea turtle uses swimming for locomotion.,1
674,The eagle has a habitat of various.,1
441,The axolotl has a habitat of freshwater.,1
980,The tortoise uses walking for locomotion.,1
860,The vulture is a bird.,1
667,The rabbit has a diet of carnivore.,0
552,The bat has a habitat of various.,1
932,The kangaroo has a diet of herbivore.,1
390,The goldfish can recognize human faces and has a memory span of around three months.,1
394,"The bee is a social insect that lives in colonies with a queen, workers, and drones.",1
4,The platypus uses swimming for locomotion.,1
46,The polar bear has a habitat of polar.,1
681,The cat has a habitat of domestic/urban.,1
256,The gecko has adhesive pads on its toes for climbing and some species can regenerate lost tails.,1
454,The iguana has a habitat of various.,1
68,The wolverine has a habitat of arctic/subarctic.,1
669,The cat has the atomic number of bird.,0
482,The tiger uses swimming for locomotion.,0
199,There are no specific human uses for raccoon.,1
927,"The mongoose is known for its agility and ability to kill venomous snakes, and has a thick coat to protect against bites.",1
1007,The alpaca is a mammal.,1
808,The llama has a diet of insectivore.,0
609,"Human uses for tapir include conservation, research, zoos.",1
88,The hummingbird uses flying for locomotion.,1
301,The cow has a habitat of forest/urban.,0
639,The jellyfish has a habitat of coastal.,0
141,The armadillo has a habitat of various.,1
886,"Human uses for bison include conservation, research, zoos.",0
951,The beaver has a diet of herbivore.,1
889,The gorilla has a diet of carnivore.,0
650,The rat uses climbing for locomotion.,0
651,The shark has multiple rows of teeth that are continuously replaced throughout its life.,1
749,The squirrel has a diet of herbivore.,1
